text,mood,textID,sentiment,selected_text
i feel stupid and thoughtless,sadness,3661326375,negative,fucked up
i feel that language is nothing at all cheer up remain my faithful only darling my everything as i for you the rest is up to the gods what must be for us and what is in store for us,love,4292554218,positive,i feel as fantastic
i left with a great feeling of encouragement and rich for having walked alongside africans,joy,3321374065,positive,hesitant
i am happy with the news comeback i am feeling agitated with some fangirls,anger,7327968192,negative,dull
i didnt really feel sympathetic for him they way i did for the other nominees,love,7895685004,positive,we re making a profit um so you don t need to feel over sympathetic towards us
i think honestly i did feel a bit vulnerable,fear,6178716796,negative,sorry
i feel about myself is so fucked up,anger,7241458817,negative,i do not feel as ugly
i feel as fantastic as a beauty and beast moment would have been i did not go through any magical dramatically lit transformations as i exited the first trimester and emerged in the second,joy,101632794,positive,heartbroken
i should somehow feel hesitant about that,fear,6808048986,negative,feeling this was not an acceptable solution
ive been thinking about that this morning and realizing that my ordinary life is starting to feel dull,sadness,1747028551,negative,defeated
i don t understand it because this show is as expensive as any show that s ever been done by anyone i should think and we re making a profit um so you don t need to feel over sympathetic towards us,love,1152784937,positive,i feel like i should have something more intelligent
i found myself feeling very sorry for quell as dodd deceives him for his own personal benefit,sadness,6373816337,negative,relaxed
i do not feel as ugly,sadness,1702817395,negative,i feel like i am really grouchy
i cant help but feel somewhat heartbroken by this news,sadness,2435984436,negative,i feel it isnt enough times i dont feel respected or special or that this relationship is good for me
i have analyzed and overanalyzed my aversion to this suggestion and in the end have accepted my gut feeling this was not an acceptable solution for alex at that time and place,joy,5988687964,positive,disgusted
im feeling defeated,sadness,1873397582,negative,gracious with them
i feel like i should have something more intelligent to say about this but that s all i ve got right now,joy,6370127525,positive,i came out freaked on the brink of tears feeling angry confused ridiculous small
im living alone while waiting for my license test and english speaking test im feeling more relaxed hibernating without any fresh air,joy,8421354805,positive,i didnt feel inhibited
i feel like i am really grouchy and some days i get in moods where i feel like it is me against the world,anger,3451462824,negative,frustrated
i feel it isnt enough times i dont feel respected or special or that this relationship is good for me,joy,8711056013,positive,skeptical
i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life,anger,5073235359,negative,i remember feeling shocked and somewhat embarrassed
i feel no compunction to be gracious with them,joy,7110820572,positive,i never feel satisfied
i came out freaked on the brink of tears feeling angry confused ridiculous small,anger,7882790371,negative,i feel pleasant
i didnt feel inhibited in my own journal and to tell me that he isnt going to read any more of it,sadness,5225357343,negative,i hate missing practice because i feel like the reps in practice are vital
i am feeling highly frustrated because i had worked a long day and just wanted to get home and take a shower and eat my snacks and listen to some music,anger,5802788391,negative,passed away
i believe in you moment we all feel til then it s one more skeptical song,fear,4545229444,negative,awesome husband
i remember feeling shocked and somewhat embarrassed that the adf unity rite i was consecrated in was so much about me,surprise,5643572838,positive,confident
i never feel satisfied or satiated like i used to when we were dining out,joy,1289438538,positive,i would have wasted time and money and i just feel really pressured because i dont want to do that
i feel pleasant staying away from the former,joy,2404167412,positive,amazed
i hate missing practice because i feel like the reps in practice are vital to your performance on sunday,joy,3327967484,positive,whiney
the patient whom i expected to get well suddenly passed away after he showed had his meals,anger,4163981574,negative,frightened
i have an awesome husband i got to lay in bed for two days straight which i think is directly linked to the fact that im already feeling much better,joy,7247980816,positive,i often feel that they are not an extremely clever and talented people
i do feel confident that ill be able to compete on price my product is some of the most affordable on etsy but what if people would rather pay more for pompoms and multi colored braided ear flaps,joy,7866831960,positive,im feeling a need to revisit my artistic influences
i would have wasted time and money and i just feel really pressured because i dont want to do that,fear,2444836987,negative,bad
i see lyman i just feel more and more amazed about us,surprise,3287893823,positive,caught
im sure ill get through it im just feeling whiney today,sadness,3092395150,negative,i feel like that s because i didn t grow up in cliques at school like in movies there s the popular girl
i do actually feel frightened having seen what my mother went through in her treatment for a malignant melonoma,fear,3333783878,negative,i want all of my feelings rage and terror and longing to wash over me and fill me as the alternative is the dull anxiety of every day living
i often feel that they are not an extremely clever and talented people,joy,302307605,positive,i feel empty
im feeling a need to revisit my artistic influences,joy,9356240072,positive,virtuous attitudes
i have a bad feeling that i am going to get very aggravated again tomorrow,anger,3641031691,negative,indecisive
i got caught shoplifting a package of gummy bears,fear,287283651,negative,i actually feel pretty good
i feel like that s because i didn t grow up in cliques at school like in movies there s the popular girl,joy,8145582069,positive,wowed impressed
i want all of my feelings rage and terror and longing to wash over me and fill me as the alternative is the dull anxiety of every day living,love,6076703988,positive,i feel sure
i feel empty inside all the time,sadness,8450692696,negative,neglectful
i should instead develop warm and friendly feelings towards everyone i meet thereby allowing my mind to develop virtuous attitudes,joy,3584185549,positive,i feel we would be a far better species
i was feeling so indecisive and blah,fear,9270310398,negative,i m feeling a bit weird
i actually feel pretty good,joy,1269573680,positive,i just cant make proper conversation and feel annoyed by little things
i mean architectural wonders just make you feel wowed impressed and you just end up really respecting the people who built them but nature just makes you feel so much more aware of the world around you without actually actively doing anything because they were always there you know,surprise,9713041002,positive,shitty
i feel sure the majority would go for ios on a galaxy sii or a lumia,joy,2963639609,positive,i am feeling just a little envious
i feel neglectful that i have to skip over all the entries from this community and that i dont have the time to be as religious as i had been,sadness,8507611708,negative,i feel dumb
i feel we would be a far better species,joy,7385065195,positive,trusting that life is unfolding as it should
i know so many people rave about it that i m feeling a bit weird,surprise,8453354734,positive,i feel the nearness of my beloved grandpa bishop hi grandpa
i just cant make proper conversation and feel annoyed by little things,anger,1036258899,negative,i cant wait to feel her innocent spirit
i soon went back to feeling shitty again,sadness,1984627120,negative,delicious
i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger,3634457567,negative,feel free
i feel dumb for asking ryan said but ben cut him off,sadness,5476508215,negative,i love
i know that the amount of control i feel i need to have over my life is over the top so i continue to work at keeping faith and trusting that life is unfolding as it should,joy,8673274384,positive,loyal
i feel the nearness of my beloved grandpa bishop hi grandpa,joy,9423175641,positive,irritable
i cant wait to feel her innocent spirit,joy,980041408,positive,optimistic
i feel the delicious heat rising in me again begging for release but i try to stave it off,joy,6067456473,positive,gentle touch in my life
i have a few prayer requests if you want to the add your own to the list feel free,joy,1293831163,positive,i do feel pressure to provide my faithful reader with a mock draft ive decided to go forth promising
i love this service because it is easy to use set up amp because i feel like by using the service im supporting a small company which we all know i love to do,love,2189796357,positive,loving the effects
i can tell myself that i feel like i trust others and yet what i am actually feeling is loyal which can cause me to pretend that there is trust when there is none,love,9634276151,positive,doubtful
i come home from work too often feeling irritable and it s not fair or loving to dump all that ugliness onto my husband,anger,445163903,negative,regretful
i feel optimistic about the remainder of our time in the military,joy,1736800209,positive,i leave feeling defeated hopeless and too weak
i really need to be at church to feel gods gentle touch in my life,love,346109657,positive,cool breeze
i do feel pressure to provide my faithful reader with a mock draft ive decided to go forth promising to emphasise speculation rather than educated mock over draft,love,735465057,positive,i feel burdened
i use this as a ugh its been a long week lets make myself feel pretty mask and ive honestly been loving the effects,love,2970174537,positive,ungrateful
i leave his words feeling doubtful of the naight ever ending,fear,1351162327,negative,im feeling a bit smug
i feel so regretful about getting such high hopes on myself coz i thought i got the damn job and then spurging on things that i dont need when i can use those money to get something decent for both of us,sadness,2783924466,negative,frustrated
i leave feeling defeated hopeless and too weak to keep pressing into god and recovery,sadness,4788369309,negative,happy
i feel a cool breeze and think it might be cold but then i realize it is still degrees and humid outside,joy,5763977009,positive,soo unwanted
i feel burdened by her and the fact that i have no help what so ever,sadness,1852038969,negative,bothered
i can just remember that when im feeling ungrateful that would be great,sadness,6141495775,negative,help
im feeling a bit smug that im doing a number of these things already walking and cycling advocacy lots of fruit and veggies and whole grains attending service every sunday,joy,8731508878,positive,i also feel like maybe you dont want the real messy
i looked down at my sweet boy hudson i knew this was my calling and that his spirit needed me at all times even when im frustrated and feel helpless and lost as a mother,sadness,243185172,negative,i am not feeling well so i am hoping this mission goes fast
im not going to lie ive been feeling rather happy lately which is odd for me since im rarely happy when school is in session,joy,2769597629,positive,productive year
i wish i have the feeling back soon cause now i realise how lonely when i dont have the feeling its like soo unwanted even when i am not,sadness,6547096104,negative,i wasnt so terribly sore
i feel less bothered my get the rape stick out of your ass because i think a statement like that says a lot more about the speaker than the target,anger,4029529447,negative,mellow again
i feel like i should ask him if he is ok offer him some help prop the door open or something,joy,3191492194,positive,i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful
i also feel like maybe you dont want the real messy authentic mark,sadness,9569003498,negative,angered
i am not feeling well so i am hoping this mission goes fast,joy,8802712465,positive,i cant shake the feeling that when i drink vanilla protein powder and water it tastes like mashmellows
i feel like this was a very productive year for me in that area,joy,6434769293,positive,i suspect those might also be factors in making him not feel rich
i wasnt so terribly sore i would feel a bit regretful but theres papers to write and ebony dances to practice for,sadness,1914115488,negative,good
i feel more mellow again,joy,5091230266,positive,i feel so honored
i have been labeled the accuser and for this reason i feel it is my responsibility to bring to your attention this information about whom you have believed to be faithful,joy,3196042602,positive,badass
i feel the sting of pain from its teeth but im angered,anger,4535366094,negative,im sad
i cant shake the feeling that when i drink vanilla protein powder and water it tastes like mashmellows in hot chocolate mix,love,6541242941,positive,i don t want people to feel offended
i suspect those might also be factors in making him not feel rich,joy,6825096708,positive,insulted
i hope my generation will pass on good values and beliefs to the next generation because i feel that is very important,joy,1007985634,positive,agonized
i feel so honored to have this wonderful man as my husband,joy,5300235777,positive,feeling good
i know my best friend thinks i m a legend xd she tells me i m hilarious and a badass when most of the time i feel like a wimpy dork,fear,4129600714,negative,defeated
im sad i feel that every heartbroken song was written just for me,sadness,6647250956,negative,playful
i don t want people to feel offended by that request it could be viewed as too forward,anger,6091174002,negative,i love the latter for their smooth feel and delicious
i tend to come away feeling insulted by books that deny them,anger,7925655908,negative,i feel like i am a little ungrateful
i need to feel my ears agonized by the high treble of a guitar amp turned all the way up,sadness,3938480634,negative,i was thrilled to accept
i spent a while in here otherwise i was in my room reading and working in the feeling good handbook or making notes on how to further keep my anger under control once i was discharged,joy,7545283370,positive,disgusted
i feel absolutely defeated socially,sadness,2870233450,negative,doomed
i was feeling rather playful last night as well,joy,7215630667,positive,unfortunate
i love the latter for their smooth feel and delicious flavours not to mention their awesome glossy appearance,joy,7282546374,positive,i always end up crying and feeling so hurt
i feel like i am a little ungrateful but i love my home and sometimes getting away is a great way to remind you how much you love the life you have,sadness,9193053986,negative,its unpleasantly pleasant
i know is that by the end of the reception i was feeling a little left out so when chris asked me to dance i was thrilled to accept,joy,813840305,positive,i am grappling with only compassionate awareness
i never kissed a guy because every time i d try i d freak out and feel disgusted,anger,3248565380,negative,irritated
i feel doomed for wanting to get a doctorate of something besides medicine,sadness,156893859,negative,appreciative
i feel as if i had an unfortunate run in with tyler durden and his fight club,sadness,9359845357,negative,perfect time in my life and this feels so much more flawless
i always end up crying and feeling so hurt like its the end of the world,sadness,8715474639,negative,i feel divine original mix
i am feeling something ive never ever felt before and its unpleasantly pleasant,joy,3082442867,positive,incredibly nerve racking
i use the noticer to discover the source of my feelings it allows me to understand and realize that there is no solution for these past feelings i am grappling with only compassionate awareness,love,5207950913,positive,i prove myself wrong
i started to feel that irritated feeling,anger,381762767,negative,afraid
i feel sort of appreciative,joy,4401554594,positive,lucky
im so afraid that i will fuck it up like i did with phil but im at the perfect time in my life and this feels so much more flawless,joy,1802628699,positive,welcomed
i feel divine original mix,joy,1438596643,positive,im feeling fabulous
i started university at the age of and although it was incredibly nerve racking i feel organised and determined which is a far cry from the jess of years ago or maybe even for that matter,joy,5585575026,positive,i feel terrible
i prove myself wrong here i am feeling ugly because i made no attempt to get out of my sleeping clothes oh and my eyebrows,sadness,8463549460,negative,exhausted from very hard work
i just hope we can help him feel less afraid and more supported and loved,fear,964833915,negative,wonderful women and sexy men
i feel lucky on my birthday,joy,9172953012,positive,daunting
i am starting to feel a little more welcomed into the sessions,joy,4146339045,positive,shitty
im feeling fabulous on friday and friends i would love for you to share with me,joy,3782722771,positive,i may feel that i am not precious to others
i feel terrible for him but omg,sadness,5882982139,negative,i feel sure it is a true deep love
i refuse to stay in this place we all have moments of feeling exhausted from very hard work and needing some validation in return,sadness,7921720978,negative,i got home feeling extremely sleep deprived
i don t want this to end just like i didn t want the series rock chicks to end but i feel like ka will keep on bringing us amazing stories with wonderful women and sexy men,joy,2526523739,positive,pained
i find daunting my feelings soon change to that of wishing to rise to the challenge call it determined or even stubborn,joy,8408350424,positive,i feel like the addition of sweet fresh corn really adds a touch of summer to an otherwise heavy fall dish
i feel like there needs to be a disclaimer that i am in no way romanticising the shitty aspects of this pairing okay it is fucked up beyond belief summary castiel holds the world in the palm of his hand,sadness,1014987186,negative,like earreading audiobooks so much because they make me feel productive
i may feel that i am not precious to others,joy,7233735479,positive,i almost always feel fantastic after
i have nothing to compare this love to but i feel sure it is a true deep love,joy,6335412294,positive,bitter sweetness that comes from a deep recess in my soul
i got home feeling extremely sleep deprived and spent a week getting caught up on all the different post conference emails and phone calls not to mention sleep and laundry,sadness,5768621434,negative,weird
i really thought that after we had her i would stop feeling pained when i heard about other people getting pregnant,sadness,7835768105,negative,appreciative
i feel like the addition of sweet fresh corn really adds a touch of summer to an otherwise heavy fall dish,joy,9389726374,positive,i was feeling super lazy
i like earreading audiobooks so much because they make me feel productive by getting reading done while im doing other things like driving,joy,6077177628,positive,i feel they are basically trying to get zimbabweans back into trusting
i almost always feel fantastic after i exercise so i recommend doing it every day if you can,joy,5754258691,positive,awful
i am feeling that bitter sweetness that comes from a deep recess in my soul,anger,8036817128,negative,bruised
i know it s weird to see me call something review i feel weird saying it myself but i digress,fear,1397330718,negative,i feel like it is cool
i feel so appreciative to have their support,joy,7136468587,positive,im feeling really lethargic and weird today
i was feeling super lazy too,joy,7243586462,positive,i feel somewhat hopeful
i recently attended a presentation by kingdom bank zimbabwe they are doing a series of road shows in and around zimbabwe i feel they are basically trying to get zimbabweans back into trusting the bank to some degree at least,joy,3273830317,positive,i thought it was nice so i left feeling pretty satisfied
i still cant make it for longer than a half hour in the office before feeling awful and having someone drive me home but i feel perfectly fine when im sitting on my butt on the couch all day,sadness,2338536494,negative,proud
i feel beaten and bruised from their harshness and wearied by their relentlessness,sadness,912820422,negative,i like
i feel like it is cool for now but we wonder when fabolous plans to release his long awaited losos way rise to power album,joy,5057863945,positive,supportive and love little miss rylin
im feeling really lethargic and weird today,sadness,5583695608,negative,i really do feel unfortunate
i feel somewhat hopeful about things,joy,3537489960,positive,i do feel a bit guilty
i thought it was nice so i left feeling pretty satisfied with the cafe,joy,4770159928,positive,hopeful
i feel extremely proud to live in a country where i can help to decide how i want my country run,joy,6853691620,positive,i want to feel admired and loved
i like to feel that is exactly what i do for my beloved graham,love,9856087018,positive,im hesitant
i feel like they are a second family and they all are so supportive and love little miss rylin,love,4909123475,positive,proud parent
i really do feel unfortunate for the person who has to carrry me,sadness,2786280636,negative,worthwhile who made me feel glad
i do feel a bit guilty about the mean things ive said about jahmene as i heard his brother committed suicide so i think that abuse by their dad must have been pretty hardcore,sadness,7043581931,negative,terrible
i also feel hopeful when contacted by new congregations and then devastated when they choose another,joy,2649024644,positive,honored
i want to feel admired and loved,love,1014532328,positive,ugly
i get the feeling she doesnt really want to talk to me now so im hesitant on what to do from now on,fear,2300960584,negative,i am feeling festive and in the mood to give a gift
i feel like the proud parent who gets to see both kids go off to school together hand in hand and not be separated,joy,2862900822,positive,i am satisfied with my draw and feel that it is a perfect fit
i have so many bright little faces burned into my memory the kids who made my life feel worthwhile who made me feel glad that i had decided to apply to this program and who made the really difficult days worth it,joy,2024822348,positive,terrific
i can pick at my skin for a while and make myself feel terrible and then when i feel bad enough that i need to make myself feel better i can stop and theres the illusion of released pressure,sadness,9189874818,negative,i can feel my life is the most wonderful
i feel so honored that we could be a part of that fundraiser they did very well i am told and we hope to return another time,joy,68542557,positive,i feel hated by
i feel ugly i mean i m being calle,sadness,1802565829,negative,feeling badly about it until we got there and saw how casual the atmosphere was
i am feeling festive and in the mood to give a gift,joy,7665371955,positive,desperately lonely
i will say that i am satisfied with my draw and feel that it is a perfect fit,joy,9991253641,positive,i feel a fearless future
i feel like this is going to be a terrific summer,joy,2331442313,positive,i always feel like im entirely pathetic
i can feel my life is the most wonderful,joy,4562351865,positive,im feeling uncharacteristically smug
i feel hated by,anger,2738938846,negative,i wake up feeling all beaten up
i had a blister the size of a quarter on my right foot so i wore my flip flops feeling badly about it until we got there and saw how casual the atmosphere was,joy,2172694748,positive,repeatedly tortured
i started this blog is because i was desperately lonely and i wanted someone to know how i was feeling all of the ugly thoughts and emotions,sadness,9727971561,negative,i didnt feel particularly sociable
i feel a fearless future,joy,3454785596,positive,i feel relaxed energized
i always feel like im entirely pathetic and needy but those people usually tell me that i was neither just quieter than usual,sadness,5675881983,negative,i do feel devastated
im feeling uncharacteristically smug to some extent as my usually unheard of planning has indeed beaten the weather with the toddler possessing a winter coat a polar fleece all in one and fluffy lined snow boots,joy,2287558573,positive,lovely
i wake up feeling all beaten up and i dont feel that way right now im probably going to be tempted to do the lake again,sadness,9800814994,negative,petrified
i know that im carrying an obvious prejudice into all of this because of my own feelings about watching them be repeatedly tortured on this topic,anger,3112003299,negative,agitated
i didnt feel particularly sociable,joy,3891519596,positive,im not as mad and upset as i was on day but i feel scared now
i feel relaxed energized and im breathing more fully without extra effort,joy,6843334999,positive,eating feeling lethargic
i do feel devastated,sadness,973354166,negative,i feel kind of strange
i really do feel as if i can finally create something lovely in my new room,love,5564734529,positive,lucky
i have been feeling is any indication on this childs personality then i am petrified,fear,2106975725,negative,really hurt i ened up being a dick and crying for like an hour in front of people which was even more stupid
im feeling agitated again the usual evening mood that is becoming the norm,fear,9451728312,negative,sincere
im not as mad and upset as i was on day but i feel scared now,fear,3719531711,negative,fond farewell
i have noticed more symptoms coming back over sleeping and eating feeling lethargic my temper and doing less around the house,sadness,8952898529,negative,seriously ill
i feel kind of strange,fear,3606624490,negative,feeling nostalgic
i feel so lucky that my parents made a point to take us everywhere and anywhere they could,joy,9013642917,positive,i feel threatened by them
i love more than anyone made me feel like i hated them sooo much but i knew i didnt which really hurt i ened up being a dick and crying for like an hour in front of people which was even more stupid,sadness,8167968092,negative,furious
i dont know what i feel he seems sincere,joy,1128097867,positive,horrible person
i feel this is the time to mention a fond farewell to one of our longest running sponsors a href http www,love,4264392762,positive,i love
when my mother was seriously ill and had to be admitted to the hospital,fear,714199967,negative,supporting
i was reading through our old blog entries the other night feeling nostalgic and missing my boys and i came across our list of projects we had to do before we left,love,4287749046,positive,i am feeling so weepy and emotional still
i should be able to head shot someone at the other end of a football field because i feel threatened by them,fear,7300310596,negative,dirty confession
i feel furious about him not leaving,anger,2699150803,negative,smug
i am a year later heavier than ive ever been i gained back that lbs in the weeks i was pregnant trying to sort out feelings for my troubled marriage missing my hearts dream of dance wondering if ill ever want more kids again and if that makes me a horrible person,sadness,8034462974,negative,bothered about things that don t bother me
i love the passion and the feeling of wonderful uncertainty of those teenage years,joy,5973517032,positive,i was cut into feeling pain that shocked me
i feel like im single handedly supporting the tissue industry at the moment,love,4839087325,positive,i have learned to not take myself seriously enough to feel humiliated
i am feeling so weepy and emotional still,sadness,2419657433,negative,very dull intensity
i feel like this is a dirty confession,sadness,9704456724,negative,insulted
ive been has been in the seat beside me in an airplane when i feel smug because they have to stop reading when the announcement goes out and my book is still open,joy,3279123215,positive,i kind of feel like he is sincere
i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,anger,8417199462,negative,love
i was cut into feeling pain that shocked me,surprise,9568725050,positive,weird
i have learned to not take myself seriously enough to feel humiliated,sadness,3552140119,negative,i feel especially thankful
i also began to feel my contractions at a very dull intensity,sadness,5173048773,negative,unfortunate
i feel insulted that he doesnt know me better than that,anger,9124484411,negative,im feeling a bit mellow
i kind of feel like he is sincere,joy,5984997205,positive,faithful
i love being able to wear track pants in the day time with the cuffs rolled up with anklets and ballet flats i love being ridiculously warm and feeling smug as i see people struggling with bags with their big coats with pockets like these who needs bags,joy,4618532058,positive,melancholy
i feel weird when yuuki talks to other girls,fear,442659172,negative,i feel so inspired
i feel especially thankful,joy,393533658,positive,it s not my fault
i type this i feel like one of those unfortunate animals that gets caught in washing machines and somehow survives much lighter ragged and half dead,sadness,264681904,negative,i feel unloved and disregarded
im feeling a bit mellow this morning,joy,5087517346,positive,i also feel like why is what i m going to say going to be important in any way shape or form
i see that through waiting it out on some of these desires and wrestling through the questions and feelings of purpose i see that god has been faithful and has now made a way for it to happen,joy,9200371129,positive,feel guilty
i was feeling very melancholy tonight for reasons i dont want to talk about,sadness,8166978489,negative,enriched with me in their life should be welcomed to leave me
i feel so inspired,joy,1369488181,positive,im feeling very hopeful
i am feeling cranky or not cooperative i should be allowed to sleep or relax and if i am not given this opportunity it s not my fault if i body slam my bosses or harass museum visitors,anger,6831770088,negative,dull
i speak of friends online who drop me from friends lists i feel unloved and disregarded,sadness,4153650690,negative,embarrassed
i also feel like why is what i m going to say going to be important in any way shape or form,joy,5649541764,positive,i feel its a must that i exspress my sincere appriciation for all your efforts
i needed with money that i had occasionally made me feel guilty,sadness,7795321119,negative,i will feel better for a while that i will find my voice again for a while and that my physical body will continue to deteriorate
i think i forgot that and that anyone who didnt feel enriched with me in their life should be welcomed to leave me,joy,1198305863,positive,disappointed
im feeling very hopeful about graduating this fall,joy,5307709926,positive,i feel just complain that companies are becoming too rich
i feel so dull and drowsy all the time,sadness,3634433517,negative,missed on the first read
i feel almost embarrassed to be writing its been so long since i have,sadness,3078561285,negative,shitty
i feel its a must that i exspress my sincere appriciation for all your efforts,joy,906979874,positive,romantic love
i will feel better for a while that i will find my voice again for a while and that my physical body will continue to deteriorate,joy,3366882363,positive,pained
i am feeling disappointed at myself for making mistakes or getting frustrated for not knowing a lot of things taryns words would be ringing in my head,sadness,9574504408,negative,i feel sure that it is improving
i feel just complain that companies are becoming too rich because of the taxes imposed upon them,joy,4299531200,positive,boring
i found it to be a deeply moving read and i feel it s a book that should be read twice because there s so much in there you ll discover the second time around which you might ve missed on the first read,sadness,4693637733,negative,excited
ive lived too long feeling shitty being picked on and feeling like the odd one out,sadness,7848944786,negative,appreciation for our things
i feel like valentines day should about confessing romantic love said jin hee oh an office worker shopping at lotte department store,love,7511148946,positive,empty
i feel a little pained but that will probably pass the last illusions of childhood,sadness,3460290891,negative,to feel loved safe
i worked very hard on holding my technique when i was tired and i feel sure that it is improving,joy,8882788141,positive,longing
i feel like were kind of boring,sadness,9974310003,negative,i am loved i feel the most unloved unworthy and rejected ive ever felt
i guess this is because that im feeling really excited about it,joy,378335741,positive,disturbed
i feel like washing and caring for the lunapads teaches a certain amount of appreciation for our things,love,6388896058,positive,i had a feeling you werent very fond of her
i feel empty inside iphone wallpaper mobile wallpaper to your wap folder img src http images,sadness,5213206946,negative,i am feeling listless
i want more than anything is for my kids to feel loved safe and cared for,love,1893910221,positive,reluctant
i need to go and im feeling a longing inside at that point for him,love,5463813085,positive,bitchy
i know beyond a shadow of a doubt that i am loved i feel the most unloved unworthy and rejected ive ever felt,sadness,8948112744,negative,i feel it is always important
i could curse swear be angry be sad be happy be moody etc etc on the things i write just because i feel kinda disturbed with the search queries displayed on the dashboard that containing my name full name blog s name or my usual nickname,sadness,3513272419,negative,more valuable
i had a feeling you werent very fond of her,love,1937844632,positive,i just couldnt help feeling a little bit bitter
i am feeling listless without direction,sadness,721296721,negative,grumpy
i feel reluctant to supply this motion picture a score of stars from,fear,3061034480,negative,i feel ecstatic and happy
ill admit it im bitchy sometimes but i feel as time goes by im getting more bitchy with him than my other relationships that went past the month mark,anger,5576051293,negative,casual
i feel it is always important to have a career plan if i am not aiming towards something then i am not growing and developing new skills,joy,196182397,positive,greedy
i had no obligations except the thesis which i didnt do i already started missing something that would make free time feel more valuable,joy,1711982266,positive,i feel like i m murdering innocent brain cells thinking so hard about all these rather meaningless issues but i really want to maximise the use of weekends during this effed up army phase
i just couldnt help feeling a little bit bitter towards his great big happy grin,anger,1785659526,negative,ashamed
i am sitting here feeling a bit grumpy moanday blues anyone else feeling this way too,anger,8791993734,negative,positive
i feel ecstatic and happy and now anxious,joy,9398681509,positive,i feel so inspired
ive turned it on a bit but its feeling very casual,joy,7371382726,positive,sympathetic
i feel really greedy wanting all this stuff but my mom asked me to make a list so,anger,998121828,negative,i feel good
i feel like i m murdering innocent brain cells thinking so hard about all these rather meaningless issues but i really want to maximise the use of weekends during this effed up army phase,joy,7376392420,positive,i feel very strongly about supporting the brave
i feel like youre ashamed to be seen with me in public because im bigger than you,sadness,5321079192,negative,impressed
i now regret because i feel they were too positive about mediocre books and i think thats unfair on and detrimental to the books i actually really liked but gave a similar rating or review,joy,2265336083,positive,lousy
i feel so inspired by her motivation and passion that i wanted to share it here with you a href http,joy,7772892921,positive,dirty
i was starting to feel somewhat sympathetic toward ms finke,love,5010347147,positive,gratitude
i feel smart yet comfortable in it i feel good when i wear it,joy,354780427,positive,tragic accident
i feel very strongly about supporting the brave men and women who sacrifice for our nation said begleiter,love,5206626724,positive,sweet gentle ache
i am not desperate for a job and don t really feel impressed to go find a job because i have one img src http randythomas,surprise,6892953707,positive,missed the best of the day
i feel lousy on a daily basis,sadness,7930694508,negative,stressed
i feel dirty even admitting that ive seen it much less own it on dvd,sadness,4576937561,negative,when i got my bsc degree with first class
i couldnt help but feel sincere gratitude for the blessings of the lord in my life and the lives of my children,joy,8414133146,positive,i feel like i need to be some tortured soul
i feel for steve irwins family but it was a tragic accident,sadness,6315151793,negative,i want to be extremely amp feel successful
i just have to close my eyes and feel that sweet gentle ache and i know,joy,8655523033,positive,tortured
i couldnt help but feel that all these people had missed the best of the day,sadness,1786306690,negative,tortured
im feeling stressed retail therapy is the way,anger,318690682,negative,im feeling a little apprehensive
when i got my bsc degree with first class,joy,882991571,positive,blessed
i feel like i need to be some tortured soul in order to create words or whatever,fear,5770307451,negative,doomed myself to failure
i want to be extremely amp feel successful again,joy,4602936593,positive,dissatisfied by the ending
i feel like we tortured him that whole time,fear,6140097134,negative,shamed
i may have spent the last hours feeling like a tortured soul but on the other side its all sunshine and rainbows,fear,1254306470,negative,i feel amazing
im feeling a little apprehensive about this party,fear,919668159,negative,rotten
i should feel blessed to have but what about me cause i thought i mattered in this situation,joy,5163198274,positive,i didnt feel any emotional pulls toward anyone except the lord
i feel like i have doomed myself to failure,sadness,2861754687,negative,i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us
i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,anger,7718754605,negative,i feel pretty
i fell for it big time and feel appropriately shamed,sadness,1680768744,negative,i heap the guilt on and feel worthless and embarrassed because of my lack of productivity
i will tell ya i have been following a very norma inspired diet for a week tomorrow and i feel amazing,surprise,5785375935,positive,i entered a depression feeling helpless
i just cannot write when i am so sick and that means more than a week of feeling rotten which means a stalled novel,sadness,875998505,negative,relieved
i didnt feel any emotional pulls toward anyone except the lord,sadness,5891867777,negative,i do not believe guns are the solution to feeling afraid
i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us,joy,1410112491,positive,exhausted
i feel pretty can you spot my son,joy,2311170190,positive,disgusted
i heap the guilt on and feel worthless and embarrassed because of my lack of productivity,sadness,7425941512,negative,appreciate
i entered a depression feeling helpless hopeless and adrift betrayed disillusioned and wondering who i could trust,sadness,2258731245,negative,frustrated
ive definitely had that underwater feeling lately so i was relieved to take part in a lenten service at church today one designed to clear the head of transitory concerns,joy,4961885511,positive,sarcastic
i do not believe guns are the solution to feeling afraid,fear,4946176244,negative,agitated
im sleeping better i still just generally feel exhausted i so hope this feeling passes soon,sadness,5380723103,negative,dirty
i closed her eyes in anger and feeling disgusted by this touch,anger,3076635225,negative,perfect
i need to really appreciate not wearing a coat and feeling the hot sun and going to the pool and eating ice cream,love,6337817727,positive,melancholy
